!23456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789123456789123456789123456123456123121231212
C-          C                       C2          E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          CH2                     C2H2        E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          CH                      C2H         E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          CO2                     CO          CO          E-                       4.70e-11     0.00      0.0    10 41000  5 C AD L 1
C-          H2O                     H2CO        E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          N                       CN          E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          NH                      HCN         E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          O2                      CO2         E-                                   5.00e-11     0.00      0.0    10 41000  5 C AD L 1
C-          O                       CO          E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C-          OH                      HCO         E-                                   5.00e-10     0.00      0.0    10 41000  5 C AD L 1
C2-         C2                      C4          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C3                      C5          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C4                      C6          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C5                      C7          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C6                      C8          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C7                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C2-         C8                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C3-         C3                      C6          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C3-         C4                      C7          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C3-         C5                      C8          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C3-         C6                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C3-         C7                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C4-         C2                      C6          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C4-         C3                      C7          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C4-         C4                      C8          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C4-         C5                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C4-         C6                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C5-         C2                      C7          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C5-         C3                      C8          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C5-         C4                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C5-         C5                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C6-         C2                      C8          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C6-         C3                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C6-         C4                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C7-         C2                      C9          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C7-         C3                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C8-         C2                      C10         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C10-                    C5          C6          E-                       1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C2-                     C3          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C2H-                    C3H         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C3-                     C4          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C3H-                    C4H         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C3N-                    C4N         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C4-                     C5          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C4H-                    C5H         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C5-                     C6          E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
C           C5H-                    C6H         E-                                   1.00e-09     0.00      0.0    10   300  5 D AD E 1
